"cdlinha","cdlinhapai","nulinha","deorigem","dedestino","dedescricao","slic","nupermissionarios","delinhaoutorga","delinhaservico","declassificacaoveiculo","derazaosocial","decnpjmatriz","boativo"
1365,,"653",VITÓRIA DA CONQUISTA,MARACÁS,"653 - VITÓRIA DA CONQUISTA - MARACÁS VIA BR 116 / BR 330",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,AUTO VIAÇÃO CAMURUJIPE LTDA,"15890809000103",true
607,,"252.EXE",SALVADOR,LAGOA REDONDA,"252.EXE - SALVADOR - LAGOA REDONDA",,,CONTRATO DE CONCESSÃO - TAC,DIFERENCIADO,EXECUTIVO,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
144,,"068",SALVADOR,SÁTIRO DIAS,"068 - SALVADOR - SÁTIRO DIAS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
125,,"058E",SALVADOR,POJUCA,"058E - SALVADOR - POJUCA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
1417,,"723",ALAGOINHAS,SERRINHA,"723 - ALAGOINHAS - SERRINHA VIA SÁTIRO DIAS",,,CONTRATO DE CONCESSÃO,CONTRATADO,COMERCIAL,MATHEUS SERRAVALLE & CIA LTDA,"73586232000147",true
137,,"062",SALVADOR,ALAGOINHAS,"062 - SALVADOR - ALAGOINHAS VIA POJUCA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
1051,,"497",GANDU,APUAREMA,"497 - GANDU - APUAREMA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
1355,,"645I.EXE",BOM DESPACHO,ITABUNA,"645I.EXE - BOM DESPACHO - ITABUNA VIA BA001 / ITACARÉ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,EXECUTIVO,VIAÇÃO ÁGUIA BRANCA S/A,"27486182000109",true
1423,,"733.URB",ALAGOINHAS,INHAMBUPE,"733.URB - ALAGOINHAS - INHAMBUPE",,,CONTRATO DE CONCESSÃO,CONTRATADO,SEMIURBANO,VIAÇÃO CIDADE DE ALAGOINHAS LTDA,"14709620000109",true
269,,"110",VITÓRIA DA CONQUISTA,IPIAÚ,"110 - VITÓRIA DA CONQUISTA - IPIAÚ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
1030,,"483",SALVADOR,DÁRIO MEIRA,"483 - SALVADOR - DÁRIO MEIRA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,AUTO VIAÇÃO CAMURUJIPE LTDA,"15890809000103",true
1155,,"552",BOM DESPACHO,SALINAS DA MARGARIDA,"552 - BOM DESPACHO - SALINAS DA MARGARIDA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
300,,"127.URB",ITABUNA,ITAJUÍPE,"127.URB - ITABUNA - ITAJUÍPE",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,SEMIURBANO,ROTA TRANSPORTES RODOVIARIOS LTDA,"14492342000180",true
1445,,"762",ALAGOINHAS,BIRITINGA,"762 - ALAGOINHAS x BIRITINGA via PATAÍBA",,,CONTRATO DE CONCESSÃO,CONTRATADO,COMERCIAL,PLENNA TRANSPORTES E SERVIÇOS LTDA,"16496572000143",true
1101,,"526",ITABUNA,VALENÇA,"526 - ITABUNA - VALENÇA VIA CAMAMU",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO ÁGUIA BRANCA S/A,"27486182000109",true
1372,,"658",BARREIRAS,BARRA,"658 - BARREIRAS - BARRA VIA BURITIRAMA / MANSIDÃO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
5,,"003X",BOM DESPACHO,UBATÃ,"003X - BOM DESPACHO - UBATÃ VIA VALENÇA/BA-001",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
1218,,"576.EXE",GUANAMBI,PORTO SEGURO,"576.EXE - GUANAMBI - PORTO SEGURO VIA POTIRAGUÁ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
1080,,"514",ITAMARAJU,CUMURUXATIBA,"514 - ITAMARAJU - CUMURUXATIBA",,,CONTRATO DE CONCESSÃO - TAC,CONTRATADO - TAC,COMERCIAL,EXPRESSO BRASILEIRO TRANSPORTES LTDA,"13406285000107",true
1050,,"496",ITABUNA,UBATÃ,"496 - ITABUNA - UBATÃ VIA UBAITABA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
513,,"225A2",SALVADOR,SANTA LUZ,"225A2 - SALVADOR - SANTA LUZ VIA ARACI",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,PLENNA TRANSPORTES E SERVIÇOS LTDA,"16496572000143",true
672,,"279",JUAZEIRO,MIGUEL CALMON,"279 - JUAZEIRO - MIGUEL CALMON VIA CAPIM GROSSO",,,CONTRATO DE CONCESSÃO,CONTRATADO,COMERCIAL,ROTA TRANSPORTES RODOVIARIOS LTDA,"14492342000180",true
697,,"295A",SALVADOR,RUY BARBOSA,"295A - SALVADOR - RUY BARBOSA VIA ITABERABA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
473,,"204",VITÓRIA DA CONQUISTA,CAPINADA,"204 - VITÓRIA DA CONQUISTA - CAPINADA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
115,,"055.CAR",SALVADOR,JEQUIÉ,"055.CAR - SALVADOR - JEQUIÉ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,AUTO VIAÇÃO CAMURUJIPE LTDA,"15890809000103",true
1418,,"723A",ALAGOINHAS,CONCEIÇÃO DO COITÉ,"723A - ALAGOINHAS - CONCEIÇÃO DO COITÉ VIA SÁTIRO DIAS",,,CONTRATO DE CONCESSÃO,ADICIONAL,COMERCIAL,MATHEUS SERRAVALLE & CIA LTDA,"73586232000147",true
1607,,"857I.URB",AREMBEPE,TERMINAL AEROPORTO,"857I.URB - AREMBEPE - TERMINAL AEROPORTO VIA BA099",,,CONTRATO EMERGENCIAL,CONTRATADO,SEMIURBANO,ATLANTICO TRANSPORTES LTDA,"08380889000191",true
351,,"150",SALVADOR,VALENÇA,"150 - SALVADOR - VALENÇA VIA SANTO AMARO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
1199,,"568X",EUNÁPOLIS,VITÓRIA DA CONQUISTA,"568X - EUNÁPOLIS - VITÓRIA DA CONQUISTA VIA POTIRAGUÁ",,,CONTRATO DE CONCESSÃO - TAC,CONTRATADO - TAC,COMERCIAL,EXPRESSO BRASILEIRO TRANSPORTES LTDA,"13406285000107",true
1450,,"782.URB",IRECÊ,LAJEDO DOS PIMENTAS (POV LAPÃO),"782.URB - IRECÊ - LAJEDO DOS PIMENTAS (POV LAPÃO) VIA LAPÃO",,,CONTRATO DE CONCESSÃO,CONTRATADO,COMERCIAL,SATURNINO TURISMO LTDA,"01001266000111",true
1086,,"518",BOM JESUS DA LAPA,IBOTIRAMA,"518 - BOM JESUS DA LAPA - IBOTIRAMA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
258,,"107X",VITÓRIA DA CONQUISTA,VALENÇA,"107X - VITÓRIA DA CONQUISTA - VALENÇA VIA JEQUIÉ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
865,,"386",SANTO ANTÔNIO DE JESUS,BREJÕES,"386 - SANTO ANTÔNIO DE JESUS - BREJÕES VIA AMARGOSA E BR 116",,,CONTRATO DE CONCESSÃO,CONTRATADO,COMERCIAL,"CRUZ FERNANDES SERVIÇOS, TRANSPORTES E TURISMO LTDA","17385523000104",true
1817,,"2032",BARREIRAS,MISSÕES DO ARICOBÉ,"2032 - BARREIRAS - MISSÕES DO ARICOBÉ VIA ANGICAL",true,2,TERMO DE PERMISSÃO,CONTRATADO,MICRO COMERCIAL,,,true
1403,,"683",BARREIRAS,LUÍS EDUARDO MAGALHÃES,"683 - BARREIRAS - LUÍS EDUARDO MAGALHÃES",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,TRANSPORTES RAINHA NORDESTE EIRELI,"16327843000137",true
1623,,"861.URB",MATA DE SÃO JOÃO,TERMINAL RETIRO,"861.URB - MATA DE SÃO JOÃO - TERMINAL RETIRO",,,CONTRATO DE CONCESSÃO,CONTRATADO,SEMIURBANO,UNIVALE TRANSPORTES LTDA,"65107971000180",true
562,,"235A2",SALVADOR,ITATIAIA,"235A2 - SALVADOR - ITATIAIA VIA SANTA LUZ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,EXPRESSO SÃO MATHEUS LTDA,"14671572000107",true
437,,"192A.ESL",SALVADOR,ILHÉUS,"192A.ESL - SALVADOR - ILHÉUS VIA ITABUNA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,SEMILEITO EXECUTIVO,VIAÇÃO ÁGUIA BRANCA S/A,"27486182000109",true
166,,"074.EXE",SALVADOR,JACOBINA,"074.EXE - SALVADOR - JACOBINA",,,CONTRATO DE CONCESSÃO,DIFERENCIADO,EXECUTIVO,TRANSOARES TRANSPORTES URBANOS LTDA,"01125308000126",true
1675,,"885.URB",VILA DE ABRANTES,TERMINAL AEROPORTO,"885.URB - VILA DE ABRANTES - TERMINAL AEROPORTO",,,CONTRATO DE CONCESSÃO,CONTRATADO,SEMIURBANO,EXPRESSO LUXO VITORIA LTDA,"10550441000110",true
347,,"147A3",SALVADOR,SANTA RITA DE CÁSSIA,"147A3 - SALVADOR - SANTA RITA DE CÁSSIA VIA BARREIRAS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,RAPIDO FEDERAL VIACAO LIMITADA,"25634569000130",true
1170,,"558",BOM JESUS DA LAPA,COCOS,"558 - BOM JESUS DA LAPA - COCOS VIA FEIRA DA MATA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
634,,"259",SALVADOR,ENTRE RIOS,"259 - SALVADOR - ENTRE RIOS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,MARTE TRANSPORTES LTDA,"08374919000157",true
509,,"224",FEIRA DE SANTANA,LAMARÃO,"224 - FEIRA DE SANTANA - LAMARÃO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,PLENNA TRANSPORTES E SERVIÇOS LTDA,"16496572000143",true
1314,,"621",ITABUNA,SERRA GRANDE,"621 - ITABUNA - SERRA GRANDE VIA ILHÉUS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,ROTA TRANSPORTES RODOVIARIOS LTDA,"14492342000180",true
1260,,"594",JEQUIÉ,ITAGIBÁ,"594 - JEQUIÉ - ITAGIBÁ VIA IPIAU",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
1553,,"842A.URB",LOTEAMENTO MIRAGEM,PRAÇA DE SÉ,"842A.URB - LOTEAMENTO MIRAGEM - PRAÇA DA SÉ VIA ORLA MARÍTIMA",,,CONTRATO DE CONCESSÃO,ADICIONAL,SEMIURBANO,EXPRESSO LUXO VITORIA LTDA,"10550441000110",true
1070,,"508",ITABUNA,ITABUNA,"508 - ITABUNA - POTIRAGUÁ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,ROTA TRANSPORTES RODOVIARIOS LTDA,"14492342000180",true
662,,"273",SALVADOR,CONCEIÇÃO DA FEIRA,"273 - SALVADOR - CONCEIÇÃO DA FEIRA VIA BR 101",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIACAO JAUA LTDA,"01767998000117",true
413,,"183A",GUANAMBI,CANABRAVA,"183A - GUANAMBI - CANABRAVA VIA PINDORAMA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
365,,"158.EXE",SALVADOR,SANTO AMARO,"158.EXE - SALVADOR - SANTO AMARO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,EXECUTIVO,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
1653,,"879.URB",LAURO DE FREITAS,TERMINAL RODOVIÁRIA,"879.URB - LAURO DE FREITAS - TERMINAL RODOVIÁRIA VIA STIEP",,,CONTRATO DE CONCESSÃO,CONTRATADO,SEMIURBANO,EXPRESSO LUXO VITORIA LTDA,"10550441000110",true
1104,,"528.CAR",SALVADOR,PAULO AFONSO,"528.CAR - SALVADOR - PAULO AFONSO VIA FEIRA DE SANTANA / TUCANO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL COM AR-CONDICIONADO,VIACAO REGIONAL S/A,"01476325000108",true
1153,,"551.ESL",SALVADOR,CANAVIEIRAS,"551.ESL - SALVADOR - CANAVIEIRAS VIA URUÇUCA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,SEMILEITO EXECUTIVO,VIAÇÃO ÁGUIA BRANCA S/A,"27486182000109",true
1642,,"874A.URB",SIMÕES FILHO,MADRE DE DEUS,"874A.URB - SIMÕES FILHO - MADRE DE DEUS VIA CANDEIAS",,,AUTORIZAÇÃO,ADICIONAL,SEMIURBANO,CASTTUR AGÊNCIA OPERADORA DE TURISMO E TRANSPORTES LTDA,"07405588000102",true
1562,,"845A2.URB",CAMAÇARI,MATA DE SÃO JOÃO,"845A2.URB - CAMAÇARI - MATA DE SÃO JOÃO VIA DIAS D'ÁVILA",,,CONTRATO DE CONCESSÃO,ADICIONAL,SEMIURBANO,UNIVALE TRANSPORTES LTDA,"65107971000180",true
626,,"258A2",SALVADOR,NOVO TRIUNFO,"258A2 - SALVADOR - NOVO TRIUNFO VIA ANTAS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIACAO REGIONAL S/A,"01476325000108",true
1455,,"787.URB",IRECÊ,BOM PRAZER (POV LAPÃO),"787.URB - IRECÊ - BOM PRAZER (POV LAPÃO) VIA LAPÃO",,,CONTRATO DE CONCESSÃO,CONTRATADO,COMERCIAL,SATURNINO TURISMO LTDA,"01001266000111",true
980,,"450A",SÃO FÉLIX,ITABERABA,"450A - SÃO FÉLIX - ITABERABA VIA IAÇU",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,EMPRESAS DE TRANSPORTES SANTANA E SAO PAULO LTDA,"14078166000135",true
197,,"083",FEIRA DE SANTANA,MAIRI,"083 - FEIRA DE SANTANA - MAIRI VIA CAPIM GROSSO",,,CONTRATO DE CONCESSÃO,CONTRATADO,COMERCIAL,VIAÇÃO ÁGUIA BRANCA S/A,"27486182000109",true
189,,"082",SALVADOR,MAIRI,"082 - SALVADOR - MAIRI",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
1605,,"857.URB",AREMBEPE,ITAPUÃ,"857.URB - AREMBEPE - ITAPUÃ",,,TERMO DE PERMISSÃO,CONTRATADO,SEMIURBANO,BTM BAHIA TRANSPORTES METROPOLITANO LTDA.,"07184036000111",true
1369,,"657",IBOTIRAMA,POSTO DO ROSÁRIO,"657 - IBOTIRAMA - POSTO DO ROSÁRIO VIA LUIS EDUARDO MAGALHÃES",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
1251,,"592A4",XIQUE-XIQUE,RODA VELHA,"592A4 - XIQUE-XIQUE - RODA VELHA VIA BARREIRAS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,EMTRAM EMPRESA DE TRANSPORTES MACAUBENSE LTDA,"16041592000120",true
655,,"269",SALVADOR, JANDAÍRA,"269 - SALVADOR - JANDAÍRA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,MARTE TRANSPORTES LTDA,"08374919000157",true
1664,,"883.URB",VIDA NOVA,TERMINAL AEROPORTO,"883.URB - VIDA NOVA - TERMINAL AEROPORTO",,,CONTRATO EMERGENCIAL,CONTRATADO,SEMIURBANO,EXPRESSO LUXO VITORIA LTDA,"10550441000110",true
781,,"332",FEIRA DE SANTANA,VÁRZEA DO POÇO,"332 - FEIRA DE SANTANA - VÁRZEA DO POÇO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,MARTE TRANSPORTES LTDA,"08374919000157",true
470,,"202",SALVADOR,ITAPETINGA,"202 - SALVADOR - ITAPETINGA VIA SANTA CRUZ DA VITÓRIA/ IGUAÍ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIACAO SALUTARIS E TURISMO S/A,"32285454000142",true
328,,"144",SALVADOR,AMARGOSA,"144 - SALVADOR - AMARGOSA VIA SANTO AMARO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIACAO REGIONAL S/A,"01476325000108",true
1500,,"814A.URB",CAMAÇARI,TERMINAL RETIRO,"814A.URB - CAMAÇARI - TERMINAL RETIRO VIA PARAFUSO",,,CONTRATO EMERGENCIAL,ADICIONAL,SEMIURBANO,AVANCO TRANSPORTES E TURISMO EIRELI,"34732379000146",true
881,,"397",FEIRA DE SANTANA,CONCEIÇÃO DO JACUÍPE,"397 - FEIRA DE SANTANA - CONCEIÇÃO DO JACUÍPE",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,ASSOCIACAO DOS CONDUTORES AUTONOMOS DE VEICULOS RODOV CONCEIÇÃO DO JACUIPE,"63104665000165",true
767,,"329",SALVADOR,XIQUE-XIQUE,"329 - SALVADOR - XIQUE-XIQUE VIA FEIRA DE SANTANA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
725,,"308",SALVADOR,JACU,"308 - SALVADOR - JACU VIA TERRA NOVA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIACAO REGIONAL S/A,"01476325000108",true
1801,,"2004",ALAGOINHAS,ACAJUTIBA,"2004 - ALAGOINHAS - ACAJUTIBA",true,2,TERMO DE PERMISSÃO,CONTRATADO,MICRO COMERCIAL,,,true
752,,"323.LEI",SALVADOR,BRUMADO,"323.LEI - SALVADOR - BRUMADO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,LEITO SEM AR-CONDICIONADO,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
1234,,"583",SALVADOR,ITAGI,"583 - SALVADOR - ITAGI VIA JEQUIÉ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,AUTO VIAÇÃO CAMURUJIPE LTDA,"15890809000103",true
1020,,"477",VITÓRIA DA CONQUISTA,POTIRAGUÁ,"477 - VITÓRIA DA CONQUISTA - POTIRAGUÁ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,ROTA TRANSPORTES RODOVIARIOS LTDA,"14492342000180",true
602,,"250A2",BONINAL,LAGOA PRETA,"250A2 - BONINAL - LAGOA PRETA VIA BELO CAMPO / BRUMADO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
278,,"115",SALVADOR,UBAITABA,"115 - SALVADOR - UBAITABA VIA BR101",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO ÁGUIA BRANCA S/A,"27486182000109",true
1475,,"804.CAR",SALVADOR,CANDEIAS,"804.CAR - SALVADOR - CANDEIAS VIA COVA DO DEFUNTO",,,CONTRATO DE CONCESSÃO - TAC,DIFERENCIADO,COMERCIAL COM AR-CONDICIONADO,VIACAO JAUA LTDA,"01767998000117",true
496,,"216A",FEIRA DE SANTANA,ILHÉUS,"216A - FEIRA DE SANTANA - ILHÉUS VIA BR101",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO ÁGUIA BRANCA S/A,"27486182000109",true
1025,,"480",SALVADOR,BARRA DA ESTIVA,"480 - SALVADOR - BARRA DA ESTIVA VIA MARACÁS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,EMTRAM EMPRESA DE TRANSPORTES MACAUBENSE LTDA,"16041592000120",true
1820,,"2036",BARREIRAS,RODA VELHA,"2036 - BARREIRAS - RODA VELHA VIA LEM",true,1,TERMO DE PERMISSÃO,CONTRATADO,MICRO COMERCIAL,,,true
949,,"431",VITÓRIA DA CONQUISTA,PLANALTO,"431 - VITÓRIA DA CONQUISTA - PLANALTO VIA BARRA DO CHOÇA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
1284,,"603A",CANAVIEIRAS,POSTO DO ROSÁRIO,"603A - CANAVIEIRAS - POSTO DO ROSÁRIO VIA PARAMIRIM / BARREIRAS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
1446,,"763",ALAGOINHAS,LAMARÃO,"763 - ALAGOINHAS x LAMARÃO",,,CONTRATO DE CONCESSÃO,CONTRATADO,COMERCIAL,PLENNA TRANSPORTES E SERVIÇOS LTDA,"16496572000143",true
228,,"098E",VITÓRIA DA CONQUISTA,PRESIDENTE JÂNIO QUADROS,"098E - VITÓRIA DA CONQUISTA - PRESIDENTE JÂNIO QUADROS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
1648,,"878.URB",CAMAÇARI,SIMÕES FILHO,"878.URB - CAMAÇARI - SIMÕES FILHO VIA RADIAL LESTE",,,CONTRATO DE CONCESSÃO,CONTRATADO,SEMIURBANO,LOCADORA DE VEÍCULOS CABECEIRA LTDA,"63231377000171",true
1345,,"642",EUNÁPOLIS,CARAÍVAS,"642 - EUNÁPOLIS - CARAÍVA VIA ITABELA / USINA",,,CONTRATO DE CONCESSÃO - TAC,CONTRATADO - TAC,COMERCIAL,EXPRESSO BRASILEIRO TRANSPORTES LTDA,"13406285000107",true
1413,,"719",ALAGOINHAS,PORTO SAUÍPE,"719 - ALAGOINHAS X PORTO SAUÍPE VIA SUBAUMA",,,CONTRATO DE CONCESSÃO,CONTRATADO,COMERCIAL,VIAÇÃO CIDADE DE ALAGOINHAS LTDA,"14709620000109",true
873,,"393",GUANAMBI,CARINHANHA,"393 - GUANAMBI - CARINHANHA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
822,,"360",ITABUNA,MACARANI,"360 - ITABUNA - MACARANI",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,ROTA TRANSPORTES RODOVIARIOS LTDA,"14492342000180",true
1415,,"721.URB",ALAGOINHAS,CATU,"721.URB - ALAGOINHAS - CATU",,,CONTRATO DE CONCESSÃO,CONTRATADO,COMERCIAL,VIAÇÃO CIDADE DE ALAGOINHAS LTDA,"14709620000109",true
1159,,"553",TEIXEIRA DE FREITAS,ITANHÉM,"553 - TEIXEIRA DE FREITAS - ITANHÉM",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,EXPRESSO BRASILEIRO TRANSPORTES LTDA,"13406285000107",true
821,,"359",VITÓRIA DA CONQUISTA,CACULÉ,"359 - VITÓRIA DA CONQUISTA - CACULÉ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
147,,"071",ALAGOINHAS,FEIRA DE SANTANA,"071 - ALAGOINHAS - FEIRA DE SANTANA VIA BR101",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,TRANSOARES TRANSPORTES URBANOS LTDA,"01125308000126",true
580,,"241",SALVADOR,CAMACÃ,"241 - SALVADOR - CAMACÃ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO ÁGUIA BRANCA S/A,"27486182000109",true
374,,"164",SANTO AMARO,CANDEIAS,"164 - SANTO AMARO - CANDEIAS",,,CONTRATO DE CONCESSÃO,CONTRATADO,COMERCIAL,LUA CRESCENTE TRANSPORTE RODOVIARIO E TURISMO EIRELI,"02633328000170",true
130,,"060A",SALVADOR,MARACÁS,"060A - SALVADOR - MARACÁS VIA JAGUAQUARA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,AUTO VIAÇÃO CAMURUJIPE LTDA,"15890809000103",true
1802,,"2012",ALAGOINHAS,PALAME,"2012 - ALAGOINHAS - PALAME",true,1,TERMO DE PERMISSÃO,CONTRATADO,MICRO COMERCIAL,,,true
1375,,"660",ITABERABA,IBOTIRAMA,"660 - ITABERABA - IBOTIRAMA VIA SEABRA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
132,,"060AR.URB",JAGUAQUARA,MARACÁS,"060AR.URB - JAGUAQUARA - MARACÁS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,SEMIURBANO,AUTO VIAÇÃO CAMURUJIPE LTDA,"15890809000103",true
1884,,"2319",BARREIRAS,BARRA,"2319 - BARREIRAS - BARRA",true,3,TERMO DE PERMISSÃO,CONTRATADO,COMERCIAL,,,true
802,,"348A",FEIRA DE SANTANA,DIAS D'ÁVILA,"348A - FEIRA DE SANTANA - DIAS D'ÁVILA VIA PÓLO PETROQUÍMICO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
216,,"093",SALVADOR,BOM JESUS DA LAPA,"093 - SALVADOR - BOM JESUS DA LAPA VIA MARACÁS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
386,,"169.EXE",SALVADOR,SÃO FELIPE,"169.EXE - SALVADOR - SÃO FELIPE VIA BR 101",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,EXECUTIVO,RD TURISMO TRANSPORTES RODOVIÁRIOS LTDA,"00500618000110",true
